Year,Amount,Neighborhood,LAT,LON,Crime Score,Label
2010,,West Hills,34.21294,-118.6550685,7.7185,L347
2010,689,Harvard Park,33.978462,-118.3013325,425.2529000000001,L348
2010,"1,035",Downey,33.943543,-118.1557035,0.0,L349
2010,"1,033",Alhambra,34.096095500000004,-118.1307685,0.0,L350
2010,"1,289",Palms,34.025156,-118.403135,227.5478,L351
2010,923,Los Feliz,34.1035725,-118.302783,274.40680000000003,L352
2010,902,Pomona,34.047947,-117.7453955,0.0,L353
2010,"2,000",Encino,34.1430395,-118.504833,6.0472,L354
2010,"1,129",Long Beach,33.75766847,-118.1383438,0.0,L355
2010,"1,130",Sun Valley,34.2110805,-118.402468,118.3484,L356
2010,817,Huntington Park,33.9902755,-118.221448,0.0,L357
2010,946,Van Nuys,34.197557,-118.4530895,359.7951,L358
2010,"1,516",El Segundo,33.91999000000001,-118.4047515,0.0,L359
2010,"1,088",South Gate,33.954266,-118.205026,0.0,L360
2010,"1,118",Winnetka,34.204646000000004,-118.568813,193.94359999999998,L361
2010,"1,061",Paramount,33.892694,-118.16875,0.0452,L362
2010,"1,111",Larchmont,34.07987,-118.311338,312.6029000000001,L363
2010,"1,137",Hawaiian Gardens,33.8268485,-118.067621,0.0,L364
2010,893,South Whittier,33.944162,-118.0517005,0.0,L365
2010,"1,632",Sylmar,34.288747,-118.4611105,35.1764,L366
2010,"1,148",Tarzana,34.1767015,-118.5383655,299.4119,L367
2010,857,Pasadena,34.163333,-118.148361,0.0,L368
2010,"1,055",Inglewood,33.962523,-118.357524,0.0,L369
2010,"1,555",Granada Hills,34.2683485,-118.5151565,75.7575,L370
2010,"1,010",Signal Hill,33.800740999999995,-118.169241,0.0,L371
2010,"1,068",Bellflower,33.891191,-118.1340245,0.0,L372
2010,887,Pomona,34.067975,-117.755932,0.0,L373
2010,"1,235",Lake Balboa,34.1902625,-118.495655,130.04179999999997,L374
2010,"1,381",South San Jose Hills,34.009108000000005,-117.883356,0.0,L375
2010,899,Long Beach,33.8397365,-118.1703035,0.0,L376
2010,"1,082",Pacoima,34.257904499999995,-118.422465,271.6188000000001,L377
2010,"1,096",Gardena,33.869186,-118.2998365,34.14329999999999,L378
2010,"1,044",Van Nuys,34.2056005,-118.4356785,212.3398,L379
2010,"1,049",Pico Rivera,33.965021,-118.1030955,0.0,L380
2010,"1,119",San Gabriel,34.0936045,-118.099964,0.0,L381
2010,998,Silver Lake,34.080591,-118.2818,144.0207,L382
2010,"1,611",Westchester,33.975517,-118.372532,216.4865,L383
2010,"1,064",Westmont,33.938071,-118.3133435,29.515599999999992,L384
2010,719,Lincoln Heights,34.0639545,-118.2104575,128.42599999999996,L385
2010,"1,095",Sun Valley,34.2138845,-118.3714175,207.00719999999995,L386
2010,"1,243",West Whittier-Los Nietos,33.982215000000004,-118.0614895,0.0,L387
2010,"1,133",Rosemead,34.087255,-118.072769,0.0,L388
2010,"1,214",Hyde Park,33.9744985,-118.322127,262.592,L389
2010,769,Compton,33.916466,-118.2521395,0.0,L390
2010,"1,276",Carson,33.813554499999995,-118.2695935,0.0,L391
2010,"1,905",Manhattan Beach,33.90297816,-118.4197145,0.0,L392
2010,"1,013",Florence,33.9693555,-118.262964,458.1872,L393
2010,"1,486",Lakewood,33.842454,-118.0655045,0.0,L394
2010,952,Valley Glen,34.19712,-118.4056305,241.8336,L395
2010,859,Monterey Park,34.042508000000005,-118.1351495,0.0,L396
2010,"1,036",Koreatown,34.0671615,-118.3066105,401.3927000000001,L397
2010,"1,260",Pasadena,34.153862,-118.0899055,0.0,L398
2010,"1,628",Hollywood,34.0836865,-118.338593,100.79479999999994,L399
2010,909,Long Beach,33.7722415,-118.18653,0.0452,L400
2010,"1,282",Burbank,34.1760485,-118.2997335,11.14,L401
2010,922,Pomona,34.069537,-117.744427,0.0,L402
2010,861,South Gate,33.9614045,-118.2221395,0.0,L403
2010,"1,172",Encino,34.1673155,-118.524646,260.996,L404
2010,982,Cypress Park,34.099608,-118.2317465,168.70499999999996,L405
2010,"1,496",Rosemead,34.0764075,-118.082131,0.0,L406
2010,"1,683",Fairfax,34.078166,-118.3573315,239.2203,L407
2010,"1,028",El Monte,34.0521205,-118.0255815,0.0,L408
